Quote, Company Name, CUSIP,Algorithm,Consensus, Consensus Price, Consensus Date, Previous Consensus, Previous Consensus Price, Previous Consensus Date,Avg. HPR (Long), Avg. HPR (Short), Std. Dev (Long), Std. Dev (Short), Current Price, Target Price, Target Met, Target Ex-Date, Window #, Window Accuracy (Long),Window Accuracy (Short), Number of Trades, Avg. Trade Duration (mos), Inception Date, Fund Ranking (YTD-1), Mkt Ranking, Peer #1 Quote, Peer #1 Name,Peer #1 YTD-1 Fund Ranking, Peer #1 Mkt Ranking, Peer #2 Quote, Peer #2 Name,Peer #2 YTD-1 Fund Ranking, Peer #2 Mkt Ranking
AEC,ASSOCIATED ESTATES REALTY CORPORATION,45604105,Trend Analyzer V3.1,SHORT,$16.05 ,24-Jun-11,HOLD,$11.55 ,13-May-08,20.89%,2.55%,114.95pp,121.70pp,$15.26 ,$15.64 ,Y,17-May-14,10,100.00%,66.67%,5,35,26-Oct-98,2.04,3.15,ESSEX PROPERTY TRUST INC,ESS,2.52,1.82,BRE PROPERTIES INC.,BRE,2.5,2.38
AEC,ASSOCIATED ESTATES REALTY CORPORATION,45604105,Momentum Analyzer V1.0,SHORT,$15.47 ,28-Sep-11,HOLD,$14.03 ,30-Apr-10,-18.00%,-100.00%,183.65pp,NaNpp,$15.26 ,$30.94 ,Y,14-Nov-12,10,66.67%,66.67%,6,14,27-Apr-06,2.04,3.15,ESSEX PROPERTY TRUST INC,ESS,2.52,1.82,BRE PROPERTIES INC.,BRE,2.5,2.38
AEE,AMEREN CORP,23608102,Trend Analyzer V3.1,BUY,$28.90 ,13-Oct-10,SHORT,$50.57 ,30-Aug-07,11.39%,8.34%,113.05pp,127.37pp,$29.73 ,$32.19 ,N,16-Jan-13,10,66.67%,66.67%,6,28,16-Sep-99,2.59,3.86,CH ENERGY GROUP INC,CHG,2.86,3.23,INTEGRYS ENERGY GROUP INC.,TEG,2.65,3.55
AEE,AMEREN CORP,23608102,Momentum Analyzer V1.0,BUY,$48.14 ,23-Mar-05,HOLD,$44.38 ,30-Nov-00,9.07%,-8.05%,100.00pp,100.47pp,$29.73 ,$52.51 ,N,27-Nov-08,15,100.00%,50.00%,4,45,31-Jul-98,2.59,3.86,CH ENERGY GROUP INC,CHG,2.86,3.23,INTEGRYS ENERGY GROUP INC.,TEG,2.65,3.55
AEHR,AEHR TEST SYSTEMS,00760J108,Trend Analyzer V3.1,SHORT,$7.73 ,30-Jun-08,BUY,$5.79 ,23-Apr-07,33.51%,10.92%,100.00pp,100.00pp,$0.90 ,$6.89 ,Y,14-Nov-12,15,100.00%,100.00%,3,53,22-Feb-00,2.68,4.23,FORMFACTOR INC.,FORM,3.11,3.82,CASCADE MICROTECH INC.,CSCD,2.79,4.54
AEHR,AEHR TEST SYSTEMS,00760J108,Momentum Analyzer V1.0,BUY,$4.00 ,11-Sep-08,SHORT,$8.63 ,27-May-08,32.43%,-100.00%,103.28pp,NaNpp,$0.90 ,$5.30 ,N,9-Feb-11,10,66.67%,66.67%,6,29,30-Oct-98,2.68,4.23,FORMFACTOR INC.,FORM,3.11,3.82,CASCADE MICROTECH INC.,CSCD,2.79,4.54
AEIS,ADVANCED ENERGY INDUSTRIES INC.,7973100,Trend Analyzer V3.1,SHORT,$13.20 ,11-Jul-11,BUY,$12.46 ,17-Dec-09,5.94%,18.99%,100.00pp,100.00pp,$12.82 ,$10.69 ,N,27-Jan-13,20,100.00%,100.00%,3,19,27-May-08,2.69,3.09,APPLIED MATERIALS INC.,AMAT,2.98,2.89,ATMI INC,ATMI,2.81,3.35
AEIS,ADVANCED ENERGY INDUSTRIES INC.,7973100,Momentum Analyzer V1.0,SHORT,$14.33 ,19-Nov-07,BUY,$12.48 ,8-Nov-05,14.82%,56.45%,100.00pp,100.00pp,$12.82 ,$6.24 ,N,29-Dec-10,15,100.00%,100.00%,3,38,6-Nov-03,2.69,3.09,APPLIED MATERIALS INC.,AMAT,2.98,2.89,ATMI INC,ATMI,2.81,3.35
AEM,AGNICO-EAGLE MINES LIMITED (USA),8474108,Trend Analyzer V3.1,SHORT,$71.50 ,23-Feb-11,HOLD,$36.48 ,27-Mar-07,73.99%,-100.00%,112.65pp,NaNpp,$53.35 ,$143.00 ,Y,12-Dec-13,25,66.67%,0.00%,5,34,13-Apr-99,2.46,2.63,RICHMONT MINES INC. (USA),RIC,3.28,4.42,RUBICON MINERALS CORP. (USA),RBY,2.77,3.72
AEM,AGNICO-EAGLE MINES LIMITED (USA),8474108,Momentum Analyzer V1.0,SHORT,$65.79 ,10-Mar-11,BUY,$53.02 ,17-Jun-09,68.56%,1.78%,170.02pp,127.57pp,$53.35 ,$64.62 ,Y,26-Jul-12,15,100.00%,66.67%,6,17,12-Nov-04,2.46,2.63,RICHMONT MINES INC. (USA),RIC,3.28,4.42,RUBICON MINERALS CORP. (USA),RBY,2.77,3.72
AEO,AMERICAN EAGLE OUTFITTERS,2.55E+109,Trend Analyzer V3.1,SHORT,$12.55 ,17-Jun-11,SHORT,$14.44 ,25-Jan-11,22.98%,-100.00%,135.23pp,NaNpp,$20.71 ,$25.10 ,Y,16-Nov-13,5,66.67%,33.33%,6,29,19-Oct-98,2.98,2.49,URBAN OUTFITTERS INC.,URBN,3.16,1.14,THE BUCKLE INC.,BKE,3.1,2.34
AEO,AMERICAN EAGLE OUTFITTERS,2.55E+109,Momentum Analyzer V1.0,SHORT,$18.24 ,26-Apr-12,BUY,$12.68 ,2-Aug-11,54.74%,-32.46%,128.16pp,175.47pp,$20.71 ,$24.16 ,Y,12-Oct-14,5,100.00%,33.33%,6,30,20-Jul-98,2.98,2.49,URBAN OUTFITTERS INC.,URBN,3.16,1.14,THE BUCKLE INC.,BKE,3.1,2.34
AEP,AMERICAN ELECTRIC POWER COMPANY INC.,25537101,Trend Analyzer V3.1,SHORT,$47.46 ,26-Dec-07,BUY,$39.90 ,16-Oct-06,21.57%,9.85%,102.21pp,100.00pp,$42.94 ,$42.78 ,N,26-May-11,15,100.00%,100.00%,4,42,19-Aug-99,2.36,3.53,ENTERGY CORPORATION,ETR,2.87,4.06,NRG ENERGY INC,NRG,2.71,3.75
AEP,AMERICAN ELECTRIC POWER COMPANY INC.,25537101,Momentum Analyzer V1.0,BUY,$34.76 ,16-Jul-10,SHORT,$37.28 ,5-Jul-05,32.25%,6.76%,100.00pp,100.00pp,$42.94 ,$45.97 ,N,29-Nov-14,20,100.00%,100.00%,3,53,25-Feb-00,2.36,3.53,ENTERGY CORPORATION,ETR,2.87,4.06,NRG ENERGY INC,NRG,2.71,3.75
AES,THE AES CORPORATION,00130H105,Trend Analyzer V3.1,BUY,$12.83 ,25-Jan-11,SHORT,$21.79 ,11-Dec-07,147.19%,24.60%,225.57pp,148.27pp,$10.77 ,$31.71 ,N,20-Feb-13,5,75.00%,66.67%,7,25,19-Oct-98,2.47,3.63,RWE AG (ADR),RWEOY,2.65,4.6,SEMPRA ENERGY,SRE,2.64,3.54
AES,THE AES CORPORATION,00130H105,Momentum Analyzer V1.0,SHORT,$12.37 ,13-Jun-11,BUY,$7.09 ,18-Feb-09,74.47%,85.96%,100.00pp,100.00pp,$10.77 ,$1.74 ,N,10-Sep-15,10,100.00%,100.00%,3,52,12-Jul-00,2.47,3.63,RWE AG (ADR),RWEOY,2.65,4.6,SEMPRA ENERGY,SRE,2.64,3.54
AF,ASTORIA FINANCIAL CORP,46265104,Trend Analyzer V3.1,BUY,$9.05 ,11-Apr-12,SHORT,$12.83 ,24-Jun-11,47.09%,-2.81%,271.59pp,127.27pp,$9.54 ,$13.31 ,N,10-Sep-14,10,66.67%,33.33%,6,29,26-Oct-98,2.14,3.51,TRUSTCO BANK CORP NY,TRST,2.36,3.59,ONEIDA FINANCIAL CORP.,ONFC,2.25,4.31
AF,ASTORIA FINANCIAL CORP,46265104,Momentum Analyzer V1.0,SHORT,$8.84 ,22-Feb-12,BUY,$7.68 ,28-Sep-11,75.02%,34.88%,247.43pp,127.96pp,$9.54 ,$5.76 ,N,1-Sep-14,30,33.33%,33.33%,6,31,4-Mar-98,2.14,3.51,TRUSTCO BANK CORP NY,TRST,2.36,3.59,ONEIDA FINANCIAL CORP.,ONFC,2.25,4.31
AFFX,AFFYMETRIX INC.,00826T108,Trend Analyzer V3.1,BUY,$7.16 ,29-Apr-10,SHORT,$24.22 ,24-Dec-07,44.57%,55.99%,131.61pp,109.26pp,$3.27 ,$10.35 ,N,21-Jan-13,15,66.67%,100.00%,5,33,18-Aug-99,2.69,4.58,ROCHE HOLDING LTD. (ADR),RHHBY,3.08,4.12,LUMINEX CORPORATION,LMNX,2.96,2.29
AFFX,AFFYMETRIX INC.,00826T108,Momentum Analyzer V1.0,SHORT,$5.09 ,15-Jun-12,BUY,$3.66 ,14-Apr-09,128.88%,83.10%,164.58pp,100.00pp,$3.27 ,$0.86 ,N,15-Feb-16,5,100.00%,100.00%,4,45,21-Aug-98,2.69,4.58,ROCHE HOLDING LTD. (ADR),RHHBY,3.08,4.12,LUMINEX CORPORATION,LMNX,2.96,2.29
AG,FIRST MAJESTIC SILVER CORP,32076V103,Trend Analyzer V3.1,BUY,$15.32 ,11-Apr-12,SHORT,$44.90 ,2-Jul-07,38.62%,7.58%,126.61pp,136.72pp,$22.70 ,$21.24 ,Y,21-Oct-13,10,100.00%,75.00%,9,19,19-Jul-99,2.57,1.88,SILVER STANDARD RESOURCES INC. (USA),SSRI,2.79,3.26,PAN AMERICAN SILVER CORP. (USA),PAAS,2.73,3.92
AG,FIRST MAJESTIC SILVER CORP,32076V103,Momentum Analyzer V1.0,SHORT,$17.14 ,27-Feb-09,BUY,$6.44 ,24-Sep-98,66.96%,78.89%,159.41pp,100.00pp,$22.70 ,$3.62 ,N,1-Apr-13,15,100.00%,50.00%,4,50,26-Dec-96,2.57,1.88,SILVER STANDARD RESOURCES INC. (USA),SSRI,2.79,3.26,PAN AMERICAN SILVER CORP. (USA),PAAS,2.73,3.92
AGEN,AGENUS INC,00847G705,Trend Analyzer V3.1,BUY,$12.18 ,5-Oct-09,SHORT,$17.40 ,24-May-07,-34.36%,32.82%,134.89pp,102.17pp,$3.88 ,$7.99 ,N,17-Nov-11,15,0.00%,100.00%,5,26,16-Aug-02,-1,-1,,,-1,-1,,,-1,-1
AGEN,AGENUS INC,00847G705,Momentum Analyzer V1.0,SHORT,$6.12 ,22-Dec-10,SHORT,$11.88 ,14-Dec-06,-48.48%,65.51%,100.00pp,100.00pp,$3.88 ,$2.11 ,N,14-Jul-13,10,0.00%,100.00%,3,31,14-Jun-05,-1,-1,,,-1,-1,,,-1,-1
AGII,ARGO GROUP INTERNATIONAL HOLDINGS LTD.,G0464B107,Trend Analyzer V3.1,SHORT,$29.93 ,1-Jul-11,BUY,$28.27 ,2-Mar-09,-49.68%,28.01%,210.41pp,151.09pp,$32.62 ,$21.55 ,N,25-Mar-14,15,66.67%,50.00%,5,33,18-Aug-99,-1,-1,ARCH CAPITAL GROUP LTD.,ACGL,2.83,2.55,ENDURANCE SPECIALTY HLDGS. LTD.,ENH,2.78,4.72
AGII,ARGO GROUP INTERNATIONAL HOLDINGS LTD.,G0464B107,Momentum Analyzer V1.0,SHORT,$31.74 ,15-Jul-09,SHORT,"$2,065.00 ",23-Oct-03,-85.92%,10.86%,915.80pp,141.17pp,$32.62 ,$28.29 ,N,6-Sep-12,20,50.00%,33.33%,5,38,11-Aug-97,-1,-1,ARCH CAPITAL GROUP LTD.,ACGL,2.83,2.55,ENDURANCE SPECIALTY HLDGS. LTD.,ENH,2.78,4.72
AGN,ALLERGAN INC.,18490102,Trend Analyzer V3.1,SHORT,$65.14 ,9-Sep-10,HOLD,$29.04 ,9-Oct-06,57.65%,-100.00%,142.28pp,NaNpp,$92.57 ,$130.28 ,Y,2-Aug-13,10,100.00%,0.00%,5,35,26-Oct-98,2.58,1.88,JOHNSON & JOHNSON,JNJ,3.01,2.79,ENDO HEALTH SOLUTIONS INC,ENDP,2.83,3.79
AGN,ALLERGAN INC.,18490102,Momentum Analyzer V1.0,SHORT,$24.10 ,18-May-06,BUY,$22.19 ,19-Apr-04,8.61%,-100.00%,100.00pp,NaNpp,$92.57 ,$48.20 ,N,3-Nov-10,15,100.00%,0.00%,3,54,22-Nov-99,2.58,1.88,JOHNSON & JOHNSON,JNJ,3.01,2.79,ENDO HEALTH SOLUTIONS INC,ENDP,2.83,3.79
AGO,ASSURED GUARANTY LTD.,G0585R106,Trend Analyzer V3.1,SHORT,$14.76 ,7-Sep-12,SHORT,$16.46 ,3-Feb-12,15.37%,5.59%,230.49pp,131.27pp,$14.65 ,$13.94 ,N,3-Aug-13,15,60.00%,50.00%,9,11,31-Dec-04,-1,-1,EULER HERMES SA,EUHMF,2.9,2.42,THE PMI GROUP INC.,PPMIQ,2.46,4.6
AGO,ASSURED GUARANTY LTD.,G0585R106,Momentum Analyzer V1.0,SHORT,$19.00 ,6-May-10,BUY,$15.97 ,28-Aug-08,18.97%,26.13%,100.00pp,100.00pp,$14.65 ,$14.03 ,N,26-Oct-12,10,100.00%,100.00%,3,30,13-Sep-05,-1,-1,EULER HERMES SA,EUHMF,2.9,2.42,THE PMI GROUP INC.,PPMIQ,2.46,4.6
AGU,AGRIUM INC. (USA),8916108,Trend Analyzer V3.1,BUY,$62.67 ,29-Apr-10,HOLD,$28.21 ,16-Oct-06,58.91%,-100.00%,161.68pp,NaNpp,$97.75 ,$99.59 ,N,20-Jan-13,15,100.00%,33.33%,5,33,19-Aug-99,2.78,4.31,CF INDUSTRIES HLDGS. INC.,CF,3.15,3.67,BODISEN BIOTECH INC.,BBCZ,3.08,5
AGU,AGRIUM INC. (USA),8916108,Momentum Analyzer V1.0,BUY,$50.59 ,18-Sep-07,HOLD,$25.03 ,19-Sep-06,38.46%,-100.00%,156.50pp,NaNpp,$97.75 ,$70.05 ,Y,14-Jul-09,10,75.00%,50.00%,8,22,29-Sep-98,2.78,4.31,CF INDUSTRIES HLDGS. INC.,CF,3.15,3.67,BODISEN BIOTECH INC.,BBCZ,3.08,5
AGYS,AGILYSYS INC.,00847J105,Trend Analyzer V3.1,BUY,$5.29 ,23-Feb-11,SHORT,$8.60 ,3-Apr-03,25.00%,38.49%,100.00pp,100.00pp,$8.24 ,$6.61 ,Y,26-Oct-15,25,100.00%,100.00%,3,57,12-Apr-99,2.43,4.02,DELL INC.,DELL,3.14,3.97,MICROS SYSTEMS INC.,MCRS,3.04,1.69
AGYS,AGILYSYS INC.,00847J105,Momentum Analyzer V1.0,BUY,$5.83 ,9-Feb-11,SHORT,$11.79 ,21-Jul-04,8.36%,12.95%,100.00pp,133.29pp,$8.24 ,$6.32 ,Y,29-Jul-13,10,50.00%,0.00%,4,30,28-Apr-03,2.43,4.02,DELL INC.,DELL,3.14,3.97,MICROS SYSTEMS INC.,MCRS,3.04,1.69
AHL,ASPEN INSURANCE HOLDINGS LIMITED,G05384105,Trend Analyzer V3.1,SHORT,$29.69 ,6-Sep-12,HOLD,$27.74 ,16-Apr-12,9.75%,3.49%,107.64pp,119.16pp,$31.06 ,$28.65 ,N,31-May-13,10,83.33%,50.00%,12,9,26-May-04,2.45,4.51,AXIS CAPITAL HOLDINGS LTD.,AXS,3.33,2.73,VALIDUS HOLDINGS LTD.,VR,3.01,2.16
AHL,ASPEN INSURANCE HOLDINGS LIMITED,G05384105,Momentum Analyzer V1.0,SHORT,$26.12 ,24-Oct-11,BUY,$24.97 ,5-Aug-11,4.61%,6.79%,100.00pp,100.00pp,$31.06 ,$24.35 ,N,7-Jun-13,25,100.00%,50.00%,3,20,14-Mar-08,2.45,4.51,AXIS CAPITAL HOLDINGS LTD.,AXS,3.33,2.73,VALIDUS HOLDINGS LTD.,VR,3.01,2.16
AIG,AMERICAN INTERNATIONAL GROUP INC.,26874107,Trend Analyzer V3.1,BUY,$28.93 ,11-Jul-11,SHORT,$698.20 ,28-May-08,-5.52%,50.85%,180.90pp,129.84pp,$34.24 ,$27.33 ,Y,1-Jun-14,20,66.67%,100.00%,5,35,9-Nov-98,2.52,3.92,SAFETY INSURANCE GROUP INC.,SAFT,2.91,2.5,AMERICAN NATIONAL INSURANCE CO.,ANAT,2.66,4.78
AIG,AMERICAN INTERNATIONAL GROUP INC.,26874107,Momentum Analyzer V1.0,SHORT,$32.27 ,19-Apr-12,SHORT,$56.78 ,4-Jan-11,7.26%,28.64%,153.78pp,134.89pp,$34.24 ,$23.03 ,N,16-Apr-14,5,75.00%,75.00%,8,24,2-Jun-97,2.52,3.92,SAFETY INSURANCE GROUP INC.,SAFT,2.91,2.5,AMERICAN NATIONAL INSURANCE CO.,ANAT,2.66,4.78
AIN,ALBANY INTERNATIONAL CORP.,12348108,Trend Analyzer V3.1,BUY,$7.02 ,3-Mar-09,SHORT,$35.34 ,8-Aug-05,26.42%,0.05%,109.07pp,180.05pp,$21.74 ,$8.87 ,Y,26-Nov-11,15,100.00%,50.00%,5,33,19-Aug-99,2.46,2.35,UNIFI INC.,UFI,2.94,3.07,KADANT INC.,KAI,2.82,3.38
AIN,ALBANY INTERNATIONAL CORP.,12348108,Momentum Analyzer V1.0,BUY,$21.05 ,12-Nov-10,SHORT,$25.47 ,30-Apr-10,8.66%,2.30%,136.87pp,114.96pp,$21.74 ,$22.87 ,N,17-Aug-12,5,75.00%,75.00%,8,21,9-Mar-99,2.46,2.35,UNIFI INC.,UFI,2.94,3.07,KADANT INC.,KAI,2.82,3.38
AINV,APOLLO INVESTMENT CORP.,03761U106,Trend Analyzer V3.1,SHORT,$12.40 ,27-Apr-10,BUY,$5.93 ,7-May-09,45.72%,67.77%,143.50pp,100.00pp,$8.28 ,$4.00 ,N,2-Jan-12,25,100.00%,100.00%,4,20,19-May-06,2.15,3.49,THL CREDIT INC.,TCRD,2.7,2.45,GOLUB CAPITAL BDC LLC,GBDC,2.61,3.55
AINV,APOLLO INVESTMENT CORP.,03761U106,Momentum Analyzer V1.0,BUY,$8.06 ,6-Nov-12,HOLD,$8.02 ,30-Aug-12,19.68%,18.71%,125.81pp,126.48pp,$8.28 ,$9.65 ,N,14-Jan-14,5,75.00%,66.67%,7,14,2-Nov-04,2.15,3.49,THL CREDIT INC.,TCRD,2.7,2.45,GOLUB CAPITAL BDC LLC,GBDC,2.61,3.55
AIR,,361105,Trend Analyzer V3.1,SHORT,$19.09 ,26-Nov-09,SHORT,$23.30 ,2-Oct-06,17.40%,-100.00%,141.43pp,NaNpp,$15.78 ,$38.18 ,Y,1-Dec-11,5,66.67%,66.67%,6,24,7-Mar-01,-1,-1,LOCKHEED MARTIN CORP.,LMT,2.82,2.76,BALLISTIC RECOVERY SYSTEMS INC.,BRSI,2.74,4.87
AIR,,361105,Momentum Analyzer V1.0,SHORT,$15.19 ,1-Nov-12,BUY,$15.10 ,4-Jun-01,0.60%,18.64%,100.00pp,100.00pp,$15.78 ,$12.36 ,N,26-Jul-17,10,100.00%,50.00%,3,58,8-Feb-99,-1,-1,LOCKHEED MARTIN CORP.,LMT,2.82,2.76,BALLISTIC RECOVERY SYSTEMS INC.,BRSI,2.74,4.87
AIRM,AIR METHODS CORPORATION,9128307,Trend Analyzer V3.1,BUY,$73.25 ,24-Jun-11,HOLD,$17.31 ,20-Dec-05,62.45%,-100.00%,133.92pp,NaNpp,$111.31 ,$119.00 ,N,20-Jul-13,10,100.00%,33.33%,7,25,23-Oct-98,2.43,1.22,AMSURG CORP,AMSG,2.95,3.37,ACADIA HEALTHCARE CO. INC,ACHC,2.66,2.38
AIRM,AIR METHODS CORPORATION,9128307,Momentum Analyzer V1.0,BUY,$28.51 ,5-Sep-08,HOLD,$10.80 ,6-Sep-05,38.11%,-100.00%,100.00pp,NaNpp,$111.31 ,$39.37 ,Y,15-Feb-11,20,100.00%,50.00%,4,30,27-May-03,2.43,1.22,AMSURG CORP,AMSG,2.95,3.37,ACADIA HEALTHCARE CO. INC,ACHC,2.66,2.38
AIT,APPLIED INDUSTRIAL TECHNOLOGIES,03820C105,Trend Analyzer V3.1,SHORT,$34.18 ,24-Jun-11,BUY,$3.76 ,3-Jan-02,809.04%,-8.05%,100.00pp,100.00pp,$40.62 ,$36.93 ,N,8-Oct-15,10,100.00%,0.00%,3,52,26-May-00,2.59,4.17,FASTENAL COMPANY,FAST,3.52,1.2,MSC INDUSTRIAL DIRECT CO INC,MSM,3.15,2.4
AIT,APPLIED INDUSTRIAL TECHNOLOGIES,03820C105,Momentum Analyzer V1.0,SHORT,$19.44 ,22-Apr-09,BUY,$3.55 ,24-Jan-01,447.61%,-19.53%,100.00pp,100.00pp,$40.62 ,$23.24 ,N,20-Aug-13,10,100.00%,0.00%,3,53,14-Apr-00,2.59,4.17,FASTENAL COMPANY,FAST,3.52,1.2,MSC INDUSTRIAL DIRECT CO INC,MSM,3.15,2.4
AIV,APARTMENT INVESTMENT AND MANAGEMENT CO.,03748R101,Trend Analyzer V3.1,SHORT,$24.10 ,23-Feb-11,BUY,$36.67 ,4-Apr-03,-34.28%,-1.16%,100.00pp,100.00pp,$25.50 ,$24.38 ,N,26-Oct-15,25,100.00%,100.00%,3,57,13-Apr-99,2.33,2.85,BRE PROPERTIES INC.,BRE,2.65,2.53,ESSEX PROPERTY TRUST INC,ESS,2.64,1.91
AIV,APARTMENT INVESTMENT AND MANAGEMENT CO.,03748R101,Momentum Analyzer V1.0,SHORT,$19.99 ,21-May-10,SHORT,$38.50 ,28-Dec-04,-15.06%,24.88%,163.60pp,100.00pp,$25.50 ,$15.02 ,N,25-Sep-13,10,50.00%,50.00%,4,41,22-Nov-99,2.33,2.85,BRE PROPERTIES INC.,BRE,2.65,2.53,ESSEX PROPERTY TRUST INC,ESS,2.64,1.91
AJG,ARTHUR J. GALLAGHER & CO.,363576109,Trend Analyzer V3.1,SHORT,$25.65 ,9-Sep-10,SHORT,$26.09 ,13-May-08,2.24%,-100.00%,104.00pp,NaNpp,$35.56 ,$51.30 ,Y,6-Apr-13,10,66.67%,50.00%,5,31,26-May-00,2.55,2.21,CNINSURE INC. (ADR),CISG,3.06,2.67,EHEALTH INC.,EHTH,3.02,2.21
AJG,ARTHUR J. GALLAGHER & CO.,363576109,Momentum Analyzer V1.0,BUY,$27.74 ,29-Mar-06,SHORT,$31.22 ,22-Dec-05,29.44%,11.15%,100.00pp,100.00pp,$35.56 ,$35.91 ,N,8-Aug-09,25,100.00%,100.00%,3,41,7-Feb-03,2.55,2.21,CNINSURE INC. (ADR),CISG,3.06,2.67,EHEALTH INC.,EHTH,3.02,2.21
AKAM,AKAMAI TECHNOLOGIES INC.,00971T101,Trend Analyzer V3.1,BUY,$23.30 ,25-Oct-11,SHORT,$56.16 ,9-Feb-07,65.18%,-100.00%,100.00pp,NaNpp,$39.09 ,$38.49 ,Y,16-Feb-14,10,50.00%,0.00%,4,28,4-Dec-03,3.2,2.03,MICROSOFT CORPORATION,MSFT,3.3,2.99,AKAMAI TECHNOLOGIES INC.,AKAM,3.2,2.03
AKAM,AKAMAI TECHNOLOGIES INC.,00971T101,Momentum Analyzer V1.0,BUY,$29.29 ,17-May-12,SHORT,$29.39 ,13-Jun-11,11.07%,-100.00%,180.87pp,NaNpp,$39.09 ,$32.53 ,Y,10-Dec-13,15,33.33%,33.33%,6,19,16-Oct-03,3.2,2.03,MICROSOFT CORPORATION,MSFT,3.3,2.99,AKAMAI TECHNOLOGIES INC.,AKAM,3.2,2.03
AKS,,1547108,Trend Analyzer V3.1,SHORT,$7.17 ,11-Apr-12,BUY,$6.68 ,24-Feb-09,37.03%,-20.73%,123.54pp,240.36pp,$4.14 ,$8.66 ,Y,10-Sep-14,10,100.00%,66.67%,6,29,26-Oct-98,2.14,4.61,NUCOR CORPORATION,NUE,3.07,3.39,TERNIUM S.A. (ADR),TX,2.98,2.05
AKS,,1547108,Momentum Analyzer V1.0,SHORT,$14.38 ,29-Mar-06,HOLD,$7.94 ,19-Jul-05,61.59%,-7.49%,112.08pp,196.76pp,$4.14 ,$15.46 ,Y,15-Dec-08,10,100.00%,66.67%,5,33,13-Sep-99,2.14,4.61,NUCOR CORPORATION,NUE,3.07,3.39,TERNIUM S.A. (ADR),TX,2.98,2.05
ALB,ALBEMARLE CORPORATION,12653101,Trend Analyzer V3.1,BUY,$56.78 ,11-Sep-12,HOLD,$45.66 ,30-Apr-10,676.53%,-28.99%,100.00pp,106.52pp,$59.37 ,$440.91 ,N,10-Feb-16,15,100.00%,0.00%,4,42,20-Aug-99,2.78,2.59,BASF SE (ADR),BASFY,3.1,4.02,WESTLAKE CHEMICAL CORP.,WLK,2.93,2.87
ALB,ALBEMARLE CORPORATION,12653101,Momentum Analyzer V1.0,BUY,$60.10 ,1-Apr-11,HOLD,$43.37 ,20-Jun-08,110.53%,-100.00%,100.00pp,NaNpp,$59.37 ,$126.53 ,N,16-Jan-14,25,100.00%,50.00%,4,34,14-Jan-02,2.78,2.59,BASF SE (ADR),BASFY,3.1,4.02,WESTLAKE CHEMICAL CORP.,WLK,2.93,2.87
ALGN,ALIGN TECHNOLOGY INC.,16255101,Trend Analyzer V3.1,SHORT,$12.89 ,15-May-08,BUY,$6.77 ,23-Dec-05,90.40%,-75.84%,100.00pp,100.00pp,$26.36 ,$22.67 ,N,20-Dec-11,15,100.00%,0.00%,3,44,31-May-02,2.88,1.32,YOUNG INNOVATIONS INC.,YDNT,2.98,2.45,ALIGN TECHNOLOGY INC.,ALGN,2.88,1.32
ALGN,ALIGN TECHNOLOGY INC.,16255101,Momentum Analyzer V1.0,SHORT,$16.29 ,7-Oct-09,BUY,$11.59 ,6-Mar-08,25.98%,39.45%,111.57pp,100.00pp,$26.36 ,$9.86 ,N,5-Feb-12,20,100.00%,50.00%,4,28,11-Nov-03,2.88,1.32,YOUNG INNOVATIONS INC.,YDNT,2.98,2.45,ALIGN TECHNOLOGY INC.,ALGN,2.88,1.32
ALGT,ALLEGIANT TRAVEL COMPANY,-1,Trend Analyzer V3.1,SHORT,$72.04 ,11-Jul-12,HOLD,$55.30 ,16-Feb-12,10.58%,-15.58%,112.60pp,127.04pp,$74.02 ,$83.26 ,Y,17-Jan-13,10,75.00%,33.33%,7,6,21-May-09,2.89,1.57,ALLEGIANT TRAVEL COMPANY,ALGT,2.89,1.57,SKYWEST INC.,SKYW,2.86,4.51
ALGT,ALLEGIANT TRAVEL COMPANY,-1,Momentum Analyzer V1.0,BUY,$71.80 ,26-Oct-12,HOLD,$46.79 ,18-May-11,151.69%,-22.71%,100.00pp,166.04pp,$74.02 ,$180.72 ,N,15-Jan-14,20,100.00%,50.00%,4,15,6-Mar-08,2.89,1.57,ALLEGIANT TRAVEL COMPANY,ALGT,2.89,1.57,SKYWEST INC.,SKYW,2.86,4.51
ALK,ALASKA AIR GROUP INC.,11659109,Trend Analyzer V3.1,BUY,$10.58 ,14-May-08,SHORT,$12.22 ,30-Jul-07,18.89%,24.04%,102.25pp,112.16pp,$43.16 ,$12.58 ,Y,28-Jan-10,10,100.00%,100.00%,8,21,13-Aug-99,2.44,4.26,UNITED CONTINENTAL HLDGS. INC,UAL,2.74,4,SOUTHWEST AIRLINES CO.,LUV,2.53,3.81
ALK,ALASKA AIR GROUP INC.,11659109,Momentum Analyzer V1.0,BUY,$37.77 ,17-Oct-12,SHORT,$38.08 ,16-Dec-11,143.79%,0.81%,100.00pp,100.00pp,$43.16 ,$92.08 ,N,9-Apr-15,20,100.00%,100.00%,3,30,15-Sep-05,2.44,4.26,UNITED CONTINENTAL HLDGS. INC,UAL,2.74,4,SOUTHWEST AIRLINES CO.,LUV,2.53,3.81
